time_stamp,acc_x,acc_y,acc_z
0.0,-16000.0,4224.0,-320.0
0.0025,-16000.0,4224.0,-320.0
0.005,-15936.0,4224.0,-384.0
0.0075,-16000.0,4288.0,-320.0
0.01,-15936.0,4224.0,-256.0
0.0125,-16000.0,4224.0,-192.0
0.015,-16000.0,4160.0,-192.0
0.0175,-16000.0,4160.0,-256.0
0.02,-16064.0,4224.0,-320.0
0.0225,-16064.0,4224.0,-320.0
0.025,-16000.0,4288.0,-320.0
0.0275,-16064.0,4288.0,-320.0
0.03,-16064.0,4224.0,-384.0
0.0325,-16000.0,4224.0,-384.0
0.035,-16000.0,4160.0,-448.0
0.0375,-16064.0,4224.0,-448.0
0.04,-16000.0,4224.0,-512.0
0.0425,-16000.0,4224.0,-384.0
0.045,-16000.0,4288.0,-384.0
0.0475,-16000.0,4288.0,-384.0
0.05,-16000.0,4288.0,-384.0
0.0525,-16000.0,4288.0,-384.0
0.055,-16000.0,4352.0,-384.0
0.0575,-16000.0,4352.0,-320.0
0.06,-16000.0,4352.0,-320.0
0.0625,-16000.0,4416.0,-320.0
0.065,-16000.0,4416.0,-320.0
0.0675,-16000.0,4352.0,-320.0
0.07,-16064.0,4416.0,-256.0
0.0725,-16064.0,4416.0,-256.0
0.075,-16064.0,4416.0,-320.0
0.0775,-16128.0,4416.0,-256.0
0.08,-16064.0,4352.0,-320.0
0.0825,-16064.0,4352.0,-320.0
0.085,-16064.0,4352.0,-320.0
0.0875,-16000.0,4352.0,-320.0
0.09,-15936.0,4224.0,-384.0
0.0925,-15936.0,4288.0,-320.0
0.095,-15936.0,4224.0,-256.0
0.0975,-15872.0,4224.0,-320.0
0.1,-15872.0,4288.0,-320.0
0.1025,-15936.0,4288.0,-320.0
0.105,-15936.0,4288.0,-320.0
0.1075,-15936.0,4288.0,-320.0
0.11,-15936.0,4288.0,-320.0
0.1125,-15872.0,4288.0,-320.0
0.115,-15872.0,4224.0,-256.0
0.1175,-15872.0,4224.0,-256.0
0.12,-15872.0,4288.0,-256.0
0.1225,-15936.0,4288.0,-192.0
0.125,-15872.0,4224.0,-192.0
0.1275,-15936.0,4288.0,-128.0
0.13,-15872.0,4288.0,-192.0
0.1325,-15872.0,4288.0,-192.0
0.135,-15808.0,4288.0,-192.0
0.1375,-15872.0,4352.0,-192.0
0.14,-15872.0,4416.0,-128.0
0.1425,-15872.0,4288.0,-128.0
0.145,-15872.0,4288.0,-128.0
0.1475,-16000.0,4352.0,-128.0
0.15,-15936.0,4352.0,-128.0
0.1525,-15936.0,4352.0,-128.0
0.155,-15936.0,4352.0,-128.0
0.1575,-15936.0,4288.0,-128.0
0.16,-15936.0,4352.0,-128.0
0.1625,-15936.0,4352.0,-192.0
0.165,-16000.0,4352.0,-192.0
0.1675,-15936.0,4352.0,-128.0
0.17,-16000.0,4288.0,-256.0
0.1725,-16000.0,4288.0,-256.0
0.175,-16000.0,4288.0,-256.0
0.1775,-16000.0,4288.0,-256.0
0.18,-16000.0,4288.0,-192.0
0.1825,-15936.0,4352.0,-192.0
0.185,-16064.0,4288.0,-192.0
0.1875,-16000.0,4288.0,-128.0
0.19,-16000.0,4224.0,-192.0
0.1925,-16000.0,4224.0,-192.0
0.195,-16000.0,4288.0,-192.0
0.1975,-16000.0,4288.0,-192.0
0.2,-16000.0,4288.0,-192.0
0.2025,-16000.0,4288.0,-256.0
0.205,-16000.0,4352.0,-192.0
0.2075,-16000.0,4288.0,-192.0
0.21,-16000.0,4352.0,-256.0
0.2125,-16064.0,4352.0,-128.0
0.215,-16064.0,4416.0,-192.0
0.2175,-16064.0,4352.0,-256.0
0.22,-16000.0,4352.0,-256.0
0.2225,-16000.0,4288.0,-256.0
0.225,-16064.0,4352.0,-320.0
0.2275,-16064.0,4416.0,-256.0
0.23,-16064.0,4416.0,-256.0
0.2325,-16064.0,4416.0,-256.0
0.235,-16064.0,4416.0,-256.0
0.2375,-16064.0,4416.0,-192.0
0.24,-16064.0,4352.0,-192.0
0.2425,-16064.0,4416.0,-192.0
0.245,-16064.0,4416.0,-192.0
0.2475,-16064.0,4416.0,-256.0
0.25,-16064.0,4288.0,-256.0
0.2525,-16064.0,4352.0,-128.0
0.255,-16064.0,4352.0,-192.0
0.2575,-16128.0,4416.0,-192.0
0.26,-16128.0,4416.0,-192.0
0.2625,-16064.0,4352.0,-256.0
0.265,-16064.0,4288.0,-192.0
0.2675,-16064.0,4288.0,-192.0
0.27,-16128.0,4352.0,-192.0
0.2725,-16128.0,4352.0,-192.0
0.275,-16128.0,4288.0,-192.0
0.2775,-16128.0,4288.0,-192.0
0.28,-16128.0,4288.0,-192.0
0.2825,-16064.0,4352.0,-192.0
0.285,-16128.0,4352.0,-128.0
0.2875,-16064.0,4288.0,-128.0
0.29,-16128.0,4288.0,-128.0
0.2925,-16064.0,4288.0,-128.0
0.295,-16064.0,4288.0,64.0
0.2975,-16128.0,4352.0,-64.0
0.3,-16128.0,4352.0,0.0
0.3025,-16064.0,4288.0,-64.0
0.305,-16128.0,4288.0,-64.0
0.3075,-16192.0,4288.0,-64.0
0.31,-16128.0,4224.0,-128.0
0.3125,-16192.0,4224.0,-64.0
0.315,-16128.0,4288.0,-64.0
0.3175,-16128.0,4288.0,-128.0
0.32,-16192.0,4224.0,-128.0
0.3225,-16064.0,4160.0,-128.0
0.325,-16128.0,4224.0,-64.0
0.3275,-16128.0,4224.0,-64.0
0.33,-16128.0,4224.0,-128.0
0.3325,-16128.0,4224.0,0.0
0.335,-16128.0,4224.0,-64.0
0.3375,-16128.0,4224.0,-64.0
0.34,-16064.0,4160.0,-128.0
0.3425,-16064.0,4224.0,0.0
0.345,-16128.0,4224.0,-64.0
0.3475,-16128.0,4224.0,-64.0
0.35,-16128.0,4224.0,-64.0
0.3525,-16128.0,4288.0,-64.0
0.355,-16064.0,4288.0,0.0
0.3575,-16128.0,4288.0,-64.0
0.36,-16128.0,4288.0,-64.0
0.3625,-16256.0,4288.0,-128.0
0.365,-16128.0,4288.0,-64.0
0.3675,-16192.0,4224.0,-64.0
0.37,-16128.0,4224.0,-64.0
0.3725,-16064.0,4224.0,0.0
0.375,-16128.0,4224.0,0.0
0.3775,-16064.0,4160.0,-64.0
0.38,-16064.0,4224.0,-64.0
0.3825,-16064.0,4224.0,-128.0
0.385,-16128.0,4224.0,-64.0
0.3875,-16128.0,4160.0,-128.0
0.39,-16128.0,4224.0,-128.0
0.3925,-16128.0,4160.0,-128.0
0.395,-16128.0,4224.0,-128.0
0.3975,-16128.0,4224.0,-128.0
0.4,-16128.0,4224.0,-192.0
0.4025,-16128.0,4224.0,-128.0
0.405,-16128.0,4160.0,-128.0
0.4075,-16192.0,4160.0,-192.0
0.41,-16128.0,4224.0,-128.0
0.4125,-16192.0,4160.0,-64.0
0.415,-16128.0,4160.0,-128.0
0.4175,-16192.0,4160.0,-64.0
0.42,-16192.0,4224.0,-192.0
0.4225,-16128.0,4096.0,-192.0
0.425,-16128.0,4160.0,-192.0
0.4275,-16064.0,4160.0,-128.0
0.43,-16064.0,4160.0,-128.0
0.4325,-16064.0,4160.0,-128.0
0.435,-16128.0,4224.0,-128.0
0.4375,-16128.0,4160.0,-128.0
0.44,-16128.0,4224.0,-128.0
0.4425,-16192.0,4160.0,-128.0
0.445,-16192.0,4160.0,-192.0
0.4475,-16128.0,4160.0,-192.0
0.45,-16128.0,4160.0,-192.0
0.4525,-16192.0,4160.0,-192.0
0.455,-16128.0,4224.0,-192.0
0.4575,-16128.0,4224.0,-192.0
0.46,-16128.0,4224.0,-256.0
0.4625,-16128.0,4224.0,-256.0
0.465,-16128.0,4160.0,-320.0
0.4675,-16128.0,4224.0,-256.0
0.47,-16064.0,4224.0,-320.0
0.4725,-16128.0,4224.0,-256.0
0.475,-16128.0,4224.0,-128.0
0.4775,-16192.0,4224.0,-256.0
0.48,-16192.0,4224.0,-320.0
0.4825,-16192.0,4224.0,-256.0
0.485,-16256.0,4160.0,-256.0
0.4875,-16128.0,4224.0,-256.0
0.49,-16192.0,4224.0,-256.0
0.4925,-16192.0,4224.0,-256.0
0.495,-16128.0,4224.0,-256.0
0.4975,-16192.0,4288.0,-256.0
0.5,-16192.0,4288.0,-256.0
0.5025,-16192.0,4288.0,-320.0
0.505,-16128.0,4288.0,-320.0
0.5075,-16128.0,4288.0,-384.0
0.51,-16128.0,4288.0,-320.0
0.5125,-16128.0,4288.0,-320.0
0.515,-16128.0,4352.0,-384.0
0.5175,-16192.0,4352.0,-448.0
0.52,-16128.0,4288.0,-384.0
0.5225,-16192.0,4352.0,-384.0
0.525,-16192.0,4352.0,-384.0
0.5275,-16128.0,4352.0,-320.0
0.53,-16128.0,4416.0,-320.0
0.5325,-16128.0,4416.0,-384.0
0.535,-16128.0,4416.0,-384.0
0.5375,-16128.0,4352.0,-384.0
0.54,-16192.0,4352.0,-448.0
0.5425,-16064.0,4288.0,-320.0
0.545,-16128.0,4352.0,-192.0
0.5475,-16128.0,4352.0,-192.0
0.55,-16192.0,4416.0,-320.0
0.5525,-16128.0,4416.0,-384.0
0.555,-16064.0,4416.0,-320.0
0.5575,-16128.0,4352.0,-320.0
0.56,-16064.0,4288.0,-256.0
0.5625,-16064.0,4288.0,-320.0
0.565,-16128.0,4288.0,-320.0
0.5675,-16064.0,4288.0,-320.0
0.57,-16000.0,4352.0,-384.0
0.5725,-16064.0,4288.0,-384.0
0.575,-16064.0,4288.0,-320.0
0.5775,-16064.0,4288.0,-320.0
0.58,-16064.0,4224.0,-256.0
0.5825,-16064.0,4224.0,-256.0
0.585,-16064.0,4224.0,-256.0
0.5875,-16064.0,4224.0,-320.0
0.59,-16000.0,4224.0,-384.0
0.5925,-16000.0,4288.0,-384.0
0.595,-16000.0,4224.0,-320.0
0.5975,-16000.0,4224.0,-384.0
0.6,-16000.0,4288.0,-256.0
0.6025,-16000.0,4288.0,-320.0
0.605,-16000.0,4288.0,-256.0
0.6075,-16000.0,4352.0,-384.0
0.61,-16000.0,4288.0,-320.0
0.6125,-16000.0,4288.0,-320.0
0.615,-16000.0,4288.0,-256.0
0.6175,-16064.0,4288.0,-256.0
0.62,-16064.0,4352.0,-256.0
0.6225,-16064.0,4288.0,-256.0
0.625,-16064.0,4352.0,-256.0
0.6275,-16064.0,4352.0,-192.0
0.63,-16064.0,4416.0,-192.0
0.6325,-16064.0,4416.0,-256.0
0.635,-16064.0,4416.0,-256.0
0.6375,-16128.0,4352.0,-256.0
0.64,-16128.0,4288.0,-320.0
