time_stamp,acc_x,acc_y,acc_z
0.0,-15040.0,-3392.0,6336.0
0.0025,-14976.0,-3328.0,6272.0
0.005,-15040.0,-3392.0,6272.0
0.0075,-15040.0,-3392.0,6272.0
0.01,-15040.0,-3456.0,6272.0
0.0125,-14976.0,-3456.0,6272.0
0.015,-14976.0,-3392.0,6272.0
0.0175,-14912.0,-3392.0,6208.0
0.02,-14912.0,-3328.0,6272.0
0.0225,-14976.0,-3328.0,6336.0
0.025,-14848.0,-3392.0,6272.0
0.0275,-14912.0,-3392.0,6336.0
0.03,-14912.0,-3328.0,6272.0
0.0325,-14976.0,-3392.0,6144.0
0.035,-14912.0,-3328.0,6144.0
0.0375,-14912.0,-3264.0,6208.0
0.04,-14912.0,-3328.0,6144.0
0.0425,-14848.0,-3328.0,6144.0
0.045,-14848.0,-3328.0,6144.0
0.0475,-14912.0,-3328.0,6208.0
0.05,-14912.0,-3264.0,6208.0
0.0525,-14912.0,-3264.0,6208.0
0.055,-14848.0,-3328.0,6208.0
0.0575,-14912.0,-3328.0,6208.0
0.06,-14912.0,-3328.0,6144.0
0.0625,-14848.0,-3392.0,6208.0
0.065,-14848.0,-3328.0,6208.0
0.0675,-14976.0,-3328.0,6208.0
0.07,-14912.0,-3264.0,6208.0
0.0725,-14848.0,-3264.0,6208.0
0.075,-14912.0,-3392.0,6208.0
0.0775,-14976.0,-3392.0,6208.0
0.08,-14976.0,-3392.0,6336.0
0.0825,-14976.0,-3392.0,6272.0
0.085,-14976.0,-3456.0,6208.0
0.0875,-15040.0,-3456.0,6144.0
0.09,-15104.0,-3456.0,6208.0
0.0925,-15040.0,-3520.0,6144.0
0.095,-15104.0,-3584.0,6272.0
0.0975,-15232.0,-3584.0,6336.0
0.1,-15168.0,-3584.0,6336.0
0.1025,-15104.0,-3520.0,6336.0
0.105,-15104.0,-3520.0,6272.0
0.1075,-15104.0,-3520.0,6336.0
0.11,-15104.0,-3520.0,6272.0
0.1125,-15040.0,-3456.0,6272.0
0.115,-15104.0,-3456.0,6272.0
0.1175,-15104.0,-3456.0,6336.0
0.12,-15040.0,-3520.0,6336.0
0.1225,-14976.0,-3520.0,6400.0
0.125,-14976.0,-3520.0,6400.0
0.1275,-14976.0,-3520.0,6336.0
0.13,-14912.0,-3456.0,6336.0
0.1325,-14912.0,-3392.0,6400.0
0.135,-14976.0,-3392.0,6336.0
0.1375,-14912.0,-3392.0,6336.0
0.14,-14912.0,-3520.0,6400.0
0.1425,-14848.0,-3392.0,6400.0
0.145,-14848.0,-3392.0,6464.0
0.1475,-14848.0,-3392.0,6464.0
0.15,-14912.0,-3392.0,6464.0
0.1525,-14848.0,-3392.0,6464.0
0.155,-14848.0,-3392.0,6464.0
0.1575,-14848.0,-3328.0,6464.0
0.16,-14912.0,-3264.0,6464.0
0.1625,-14848.0,-3200.0,6464.0
0.165,-14720.0,-3200.0,6336.0
0.1675,-14784.0,-3328.0,6272.0
0.17,-14848.0,-3328.0,6336.0
0.1725,-14912.0,-3328.0,6464.0
0.175,-14848.0,-3392.0,6400.0
0.1775,-14848.0,-3328.0,6272.0
0.18,-14848.0,-3328.0,6208.0
