time_stamp,acc_x,acc_y,acc_z
0.0,-15936.0,-4608.0,-704.0
0.0025,-15936.0,-4672.0,-768.0
0.005,-16000.0,-4672.0,-832.0
0.0075,-16000.0,-4800.0,-896.0
0.01,-16000.0,-4800.0,-960.0
0.0125,-16000.0,-4864.0,-1024.0
0.015,-16064.0,-4800.0,-1088.0
0.0175,-16128.0,-4800.0,-1088.0
0.02,-16128.0,-4800.0,-1152.0
0.0225,-16064.0,-4800.0,-1152.0
0.025,-16000.0,-4800.0,-1152.0
0.0275,-16000.0,-4800.0,-1216.0
0.03,-16000.0,-4736.0,-1216.0
0.0325,-16000.0,-4672.0,-1216.0
0.035,-15936.0,-4736.0,-1280.0
0.0375,-16000.0,-4672.0,-1216.0
0.04,-15872.0,-4672.0,-1216.0
0.0425,-15872.0,-4736.0,-1152.0
0.045,-15872.0,-4736.0,-1216.0
0.0475,-15872.0,-4672.0,-1216.0
0.05,-15808.0,-4672.0,-1152.0
0.0525,-15872.0,-4672.0,-1088.0
0.055,-15872.0,-4608.0,-1152.0
0.0575,-15808.0,-4608.0,-1152.0
0.06,-15808.0,-4608.0,-1088.0
0.0625,-15808.0,-4608.0,-1024.0
0.065,-15872.0,-4608.0,-1088.0
0.0675,-15872.0,-4672.0,-1088.0
0.07,-15872.0,-4672.0,-1088.0
0.0725,-15808.0,-4672.0,-1088.0
0.075,-15936.0,-4672.0,-1088.0
0.0775,-15872.0,-4736.0,-1088.0
0.08,-15872.0,-4736.0,-1088.0
0.0825,-15808.0,-4800.0,-1024.0
0.085,-15808.0,-4800.0,-1024.0
0.0875,-15744.0,-4800.0,-960.0
0.09,-15872.0,-4800.0,-1024.0
0.0925,-15808.0,-4800.0,-960.0
0.095,-15872.0,-4736.0,-896.0
0.0975,-15872.0,-4672.0,-960.0
0.1,-15872.0,-4672.0,-896.0
0.1025,-15872.0,-4672.0,-896.0
0.105,-15872.0,-4608.0,-832.0
0.1075,-15872.0,-4608.0,-896.0
0.11,-15872.0,-4544.0,-768.0
0.1125,-15872.0,-4544.0,-768.0
0.115,-15872.0,-4544.0,-832.0
0.1175,-15872.0,-4416.0,-832.0
0.12,-15872.0,-4416.0,-832.0
0.1225,-15872.0,-4352.0,-832.0
0.125,-15872.0,-4352.0,-832.0
0.1275,-15872.0,-4288.0,-832.0
0.13,-15872.0,-4288.0,-768.0
0.1325,-15872.0,-4288.0,-704.0
0.135,-15936.0,-4352.0,-640.0
0.1375,-16000.0,-4288.0,-704.0
0.14,-16064.0,-4288.0,-704.0
0.1425,-16000.0,-4288.0,-704.0
0.145,-16000.0,-4288.0,-768.0
0.1475,-16000.0,-4352.0,-832.0
0.15,-16000.0,-4352.0,-832.0
0.1525,-15936.0,-4352.0,-832.0
0.155,-15936.0,-4416.0,-960.0
0.1575,-15936.0,-4416.0,-960.0
0.16,-15936.0,-4480.0,-896.0
0.1625,-16000.0,-4480.0,-1024.0
0.165,-15936.0,-4480.0,-1024.0
0.1675,-16000.0,-4544.0,-1024.0
0.17,-16064.0,-4480.0,-1024.0
0.1725,-16000.0,-4544.0,-1024.0
0.175,-16000.0,-4544.0,-1088.0
0.1775,-16064.0,-4544.0,-960.0
0.18,-16064.0,-4416.0,-1024.0
0.1825,-16128.0,-4544.0,-960.0
0.185,-16128.0,-4480.0,-1024.0
0.1875,-16128.0,-4544.0,-1088.0
0.19,-16128.0,-4544.0,-960.0
0.1925,-16192.0,-4544.0,-960.0
0.195,-16192.0,-4544.0,-960.0
0.1975,-16192.0,-4608.0,-960.0
0.2,-16256.0,-4672.0,-896.0
0.2025,-16256.0,-4736.0,-960.0
0.205,-16320.0,-4736.0,-960.0
0.2075,-16320.0,-4800.0,-896.0
0.21,-16320.0,-4864.0,-832.0
0.2125,-16384.0,-4928.0,-896.0
0.215,-16448.0,-4928.0,-832.0
0.2175,-16384.0,-4928.0,-896.0
0.22,-16448.0,-4992.0,-896.0
0.2225,-16384.0,-5056.0,-832.0
0.225,-16384.0,-4992.0,-832.0
0.2275,-16320.0,-5056.0,-768.0
0.23,-16384.0,-5056.0,-896.0
0.2325,-16384.0,-5120.0,-896.0
0.235,-16320.0,-5120.0,-896.0
0.2375,-16320.0,-5120.0,-832.0
0.24,-16256.0,-5120.0,-832.0
0.2425,-16256.0,-5120.0,-832.0
0.245,-16256.0,-5056.0,-768.0
0.2475,-16256.0,-4992.0,-832.0
0.25,-16256.0,-5056.0,-896.0
0.2525,-16256.0,-5120.0,-896.0
0.255,-16192.0,-5056.0,-896.0
0.2575,-16256.0,-5056.0,-896.0
0.26,-16256.0,-5056.0,-896.0
0.2625,-16192.0,-5120.0,-896.0
0.265,-16128.0,-5056.0,-960.0
0.2675,-16192.0,-5120.0,-960.0
0.27,-16192.0,-5120.0,-896.0
0.2725,-16128.0,-5120.0,-960.0
0.275,-16192.0,-5120.0,-1024.0
0.2775,-16128.0,-5120.0,-1024.0
0.28,-16128.0,-5120.0,-960.0
0.2825,-16128.0,-5120.0,-1024.0
0.285,-16128.0,-5120.0,-1024.0
0.2875,-16192.0,-5120.0,-960.0
0.29,-16128.0,-5184.0,-960.0
0.2925,-16192.0,-5184.0,-1024.0
0.295,-16128.0,-5120.0,-1024.0
0.2975,-16128.0,-5120.0,-1024.0
0.3,-16128.0,-5184.0,-1088.0
0.3025,-16064.0,-5120.0,-1024.0
0.305,-16000.0,-5120.0,-960.0
0.3075,-16064.0,-5120.0,-960.0
0.31,-16064.0,-5184.0,-1024.0
0.3125,-16064.0,-5248.0,-1024.0
0.315,-15936.0,-5184.0,-1024.0
0.3175,-15936.0,-5248.0,-1024.0
0.32,-16000.0,-5248.0,-1024.0
0.3225,-15936.0,-5248.0,-1024.0
0.325,-15936.0,-5120.0,-1088.0
0.3275,-15872.0,-5120.0,-1088.0
0.33,-15872.0,-5184.0,-1024.0
0.3325,-15936.0,-5184.0,-1024.0
0.335,-15936.0,-5056.0,-960.0
0.3375,-15872.0,-5056.0,-1024.0
0.34,-15872.0,-5120.0,-960.0
0.3425,-15744.0,-5056.0,-960.0
0.345,-15744.0,-5056.0,-1024.0
0.3475,-15744.0,-4992.0,-1024.0
0.35,-15744.0,-4992.0,-1024.0
0.3525,-15680.0,-4928.0,-1024.0
0.355,-15616.0,-4928.0,-1024.0
0.3575,-15680.0,-4928.0,-1024.0
0.36,-15680.0,-4864.0,-1088.0
0.3625,-15552.0,-4864.0,-1024.0
0.365,-15616.0,-4800.0,-1024.0
0.3675,-15552.0,-4736.0,-1088.0
0.37,-15424.0,-4736.0,-1088.0
0.3725,-15488.0,-4672.0,-1024.0
0.375,-15552.0,-4672.0,-1024.0
0.3775,-15488.0,-4672.0,-1152.0
0.38,-15552.0,-4672.0,-1216.0
0.3825,-15552.0,-4544.0,-1152.0
0.385,-15616.0,-4608.0,-1152.0
0.3875,-15552.0,-4608.0,-1280.0
0.39,-15616.0,-4608.0,-1216.0
0.3925,-15616.0,-4544.0,-1216.0
0.395,-15616.0,-4480.0,-1216.0
0.3975,-15616.0,-4544.0,-1216.0
0.4,-15616.0,-4544.0,-1280.0
0.4025,-15616.0,-4544.0,-1216.0
0.405,-15680.0,-4544.0,-1216.0
0.4075,-15680.0,-4480.0,-1216.0
0.41,-15616.0,-4480.0,-1216.0
0.4125,-15616.0,-4544.0,-1216.0
0.415,-15616.0,-4480.0,-1280.0
0.4175,-15616.0,-4480.0,-1280.0
0.42,-15680.0,-4480.0,-1216.0
0.4225,-15616.0,-4480.0,-1280.0
0.425,-15680.0,-4416.0,-1216.0
0.4275,-15616.0,-4416.0,-1216.0
0.43,-15616.0,-4352.0,-1280.0
0.4325,-15680.0,-4416.0,-1280.0
0.435,-15680.0,-4352.0,-1280.0
0.4375,-15744.0,-4352.0,-1344.0
0.44,-15744.0,-4416.0,-1344.0
0.4425,-15808.0,-4416.0,-1344.0
0.445,-15744.0,-4352.0,-1344.0
0.4475,-15744.0,-4352.0,-1344.0
0.45,-15744.0,-4288.0,-1408.0
0.4525,-15808.0,-4288.0,-1408.0
0.455,-15808.0,-4288.0,-1344.0
0.4575,-15808.0,-4288.0,-1408.0
0.46,-15872.0,-4224.0,-1344.0
0.4625,-15872.0,-4224.0,-1344.0
0.465,-15872.0,-4224.0,-1408.0
0.4675,-15872.0,-4160.0,-1344.0
0.47,-15872.0,-4160.0,-1408.0
0.4725,-15808.0,-4160.0,-1472.0
0.475,-15808.0,-4224.0,-1408.0
0.4775,-15808.0,-4224.0,-1344.0
0.48,-15872.0,-4224.0,-1344.0
0.4825,-15936.0,-4224.0,-1408.0
0.485,-16000.0,-4224.0,-1408.0
0.4875,-16000.0,-4160.0,-1344.0
0.49,-16000.0,-4160.0,-1344.0
0.4925,-16000.0,-4160.0,-1344.0
0.495,-16064.0,-4160.0,-1408.0
0.4975,-16000.0,-4160.0,-1472.0
0.5,-16064.0,-4160.0,-1408.0
0.5025,-16064.0,-4224.0,-1408.0
0.505,-16064.0,-4224.0,-1536.0
0.5075,-16064.0,-4224.0,-1472.0
0.51,-16128.0,-4224.0,-1408.0
0.5125,-16128.0,-4224.0,-1472.0
0.515,-16192.0,-4160.0,-1472.0
0.5175,-16128.0,-4224.0,-1472.0
0.52,-16192.0,-4224.0,-1472.0
0.5225,-16192.0,-4224.0,-1536.0
0.525,-16256.0,-4224.0,-1536.0
0.5275,-16320.0,-4288.0,-1472.0
0.53,-16256.0,-4288.0,-1472.0
0.5325,-16384.0,-4288.0,-1472.0
0.535,-16384.0,-4288.0,-1408.0
0.5375,-16384.0,-4224.0,-1280.0
0.54,-16448.0,-4224.0,-1408.0
0.5425,-16448.0,-4224.0,-1408.0
