time_stamp,acc_x,acc_y,acc_z
0.0,-13504.0,-9024.0,2176.0
0.0025,-13504.0,-9024.0,2048.0
0.005,-13504.0,-9024.0,2048.0
0.0075,-13568.0,-9024.0,2048.0
0.01,-13568.0,-9024.0,2112.0
0.0125,-13568.0,-9024.0,2176.0
0.015,-13632.0,-9024.0,2112.0
0.0175,-13568.0,-8960.0,1984.0
0.02,-13568.0,-9024.0,1984.0
0.0225,-13568.0,-9024.0,2048.0
0.025,-13632.0,-9024.0,2112.0
0.0275,-13696.0,-8960.0,2048.0
0.03,-13632.0,-9024.0,2112.0
0.0325,-13632.0,-8960.0,2112.0
0.035,-13632.0,-9024.0,2048.0
0.0375,-13632.0,-8960.0,2048.0
0.04,-13632.0,-9024.0,1984.0
0.0425,-13696.0,-9024.0,1984.0
0.045,-13632.0,-9024.0,1984.0
0.0475,-13632.0,-8960.0,2048.0
0.05,-13696.0,-8960.0,2048.0
0.0525,-13696.0,-8960.0,2112.0
0.055,-13632.0,-8960.0,2112.0
0.0575,-13632.0,-8960.0,2176.0
0.06,-13632.0,-8960.0,2048.0
0.0625,-13632.0,-8960.0,2176.0
0.065,-13632.0,-9024.0,2112.0
0.0675,-13696.0,-8960.0,2112.0
0.07,-13632.0,-8960.0,2112.0
0.0725,-13632.0,-8960.0,2112.0
0.075,-13568.0,-9024.0,2048.0
0.0775,-13568.0,-9024.0,2048.0
0.08,-13568.0,-9088.0,2112.0
0.0825,-13504.0,-9088.0,1984.0
0.085,-13440.0,-9088.0,2048.0
0.0875,-13504.0,-9088.0,1984.0
0.09,-13504.0,-9024.0,1984.0
0.0925,-13568.0,-9088.0,2048.0
0.095,-13568.0,-9088.0,2048.0
0.0975,-13504.0,-9024.0,2048.0
0.1,-13568.0,-9088.0,2048.0
0.1025,-13568.0,-9088.0,1984.0
0.105,-13504.0,-9088.0,2112.0
0.1075,-13504.0,-9088.0,2048.0
0.11,-13504.0,-9088.0,2048.0
0.1125,-13568.0,-9152.0,2112.0
0.115,-13504.0,-9088.0,2112.0
0.1175,-13568.0,-9088.0,2048.0
0.12,-13568.0,-9088.0,2048.0
0.1225,-13568.0,-9088.0,2048.0
0.125,-13504.0,-9024.0,2048.0
0.1275,-13504.0,-9024.0,2048.0
0.13,-13504.0,-9024.0,2048.0
0.1325,-13504.0,-9024.0,2112.0
0.135,-13504.0,-8960.0,2112.0
0.1375,-13568.0,-8960.0,2112.0
0.14,-13504.0,-8960.0,2112.0
0.1425,-13440.0,-8960.0,2176.0
0.145,-13504.0,-8960.0,2112.0
0.1475,-13440.0,-8960.0,2176.0
0.15,-13440.0,-8960.0,2176.0
0.1525,-13440.0,-8960.0,2176.0
0.155,-13440.0,-8896.0,2176.0
0.1575,-13440.0,-8896.0,2240.0
0.16,-13568.0,-8896.0,2176.0
0.1625,-13440.0,-8896.0,2176.0
0.165,-13568.0,-8896.0,2176.0
0.1675,-13504.0,-8896.0,2112.0
0.17,-13504.0,-8896.0,2176.0
