time_stamp,acc_x,acc_y,acc_z
0.0,-15552.0,-7488.0,320.0
0.0025,-15552.0,-7360.0,192.0
0.005,-15616.0,-7296.0,192.0
0.0075,-15680.0,-7296.0,192.0
0.01,-15808.0,-7296.0,128.0
0.0125,-15808.0,-7232.0,128.0
0.015,-15936.0,-7104.0,64.0
0.0175,-16064.0,-7040.0,128.0
0.02,-16192.0,-6976.0,64.0
0.0225,-16192.0,-6976.0,-64.0
0.025,-16320.0,-6848.0,0.0
0.0275,-16320.0,-6912.0,64.0
0.03,-16448.0,-6784.0,64.0
0.0325,-16448.0,-6720.0,64.0
0.035,-16448.0,-6656.0,64.0
0.0375,-16512.0,-6592.0,128.0
0.04,-16512.0,-6528.0,192.0
0.0425,-16448.0,-6528.0,256.0
0.045,-16448.0,-6464.0,256.0
0.0475,-16384.0,-6400.0,256.0
0.05,-16384.0,-6336.0,320.0
0.0525,-16384.0,-6336.0,320.0
0.055,-16320.0,-6336.0,384.0
0.0575,-16256.0,-6272.0,320.0
0.06,-16256.0,-6272.0,448.0
0.0625,-16192.0,-6272.0,512.0
0.065,-16128.0,-6208.0,512.0
0.0675,-16128.0,-6208.0,640.0
0.07,-16000.0,-6272.0,640.0
0.0725,-15936.0,-6272.0,704.0
0.075,-15872.0,-6336.0,704.0
0.0775,-15744.0,-6400.0,768.0
0.08,-15680.0,-6464.0,896.0
0.0825,-15680.0,-6400.0,832.0
0.085,-15616.0,-6464.0,832.0
0.0875,-15616.0,-6464.0,768.0
0.09,-15680.0,-6528.0,832.0
0.0925,-15616.0,-6656.0,768.0
0.095,-15552.0,-6656.0,768.0
0.0975,-15488.0,-6592.0,640.0
0.1,-15488.0,-6656.0,704.0
0.1025,-15424.0,-6656.0,704.0
0.105,-15424.0,-6592.0,640.0
0.1075,-15424.0,-6592.0,576.0
0.11,-15424.0,-6528.0,512.0
0.1125,-15360.0,-6528.0,384.0
0.115,-15424.0,-6464.0,384.0
0.1175,-15360.0,-6400.0,384.0
0.12,-15360.0,-6400.0,384.0
0.1225,-15360.0,-6336.0,384.0
0.125,-15360.0,-6272.0,384.0
0.1275,-15360.0,-6144.0,384.0
0.13,-15296.0,-6144.0,384.0
0.1325,-15232.0,-6016.0,384.0
0.135,-15232.0,-6080.0,448.0
0.1375,-15232.0,-5952.0,448.0
0.14,-15296.0,-6016.0,448.0
0.1425,-15232.0,-5888.0,448.0
0.145,-15232.0,-5888.0,384.0
0.1475,-15296.0,-5824.0,512.0
0.15,-15296.0,-5824.0,576.0
0.1525,-15296.0,-5760.0,768.0
0.155,-15232.0,-5824.0,896.0
0.1575,-15232.0,-5824.0,1024.0
0.16,-15168.0,-5888.0,1152.0
0.1625,-15168.0,-5888.0,1088.0
0.165,-15168.0,-5952.0,1152.0
0.1675,-15168.0,-5952.0,1152.0
0.17,-15296.0,-5952.0,1280.0
0.1725,-15296.0,-6016.0,1152.0
0.175,-15296.0,-6144.0,1088.0
0.1775,-15360.0,-6144.0,1024.0
0.18,-15488.0,-6272.0,1088.0
0.1825,-15424.0,-6400.0,1024.0
0.185,-15424.0,-6592.0,1024.0
0.1875,-15488.0,-6592.0,1088.0
0.19,-15552.0,-6656.0,1088.0
0.1925,-15616.0,-6720.0,1024.0
0.195,-15680.0,-6784.0,1024.0
0.1975,-15808.0,-6784.0,960.0
0.2,-15808.0,-6784.0,896.0
0.2025,-15936.0,-6784.0,832.0
0.205,-15936.0,-6784.0,896.0
0.2075,-15936.0,-6784.0,832.0
0.21,-16000.0,-6784.0,832.0
0.2125,-16000.0,-6720.0,768.0
0.215,-16000.0,-6656.0,704.0
0.2175,-16064.0,-6592.0,704.0
0.22,-16000.0,-6464.0,768.0
0.2225,-16000.0,-6464.0,704.0
0.225,-15936.0,-6336.0,704.0
0.2275,-15936.0,-6272.0,768.0
0.23,-15872.0,-6208.0,704.0
0.2325,-15808.0,-6208.0,640.0
0.235,-15744.0,-6208.0,704.0
0.2375,-15680.0,-6208.0,640.0
0.24,-15616.0,-6272.0,512.0
0.2425,-15616.0,-6336.0,448.0
0.245,-15424.0,-6336.0,320.0
0.2475,-15424.0,-6336.0,128.0
0.25,-15424.0,-6336.0,64.0
0.2525,-15424.0,-6400.0,64.0
0.255,-15424.0,-6400.0,0.0
0.2575,-15296.0,-6400.0,-64.0
0.26,-15232.0,-6400.0,-128.0
0.2625,-15296.0,-6400.0,-128.0
0.265,-15296.0,-6400.0,-128.0
0.2675,-15168.0,-6336.0,-128.0
0.27,-15168.0,-6336.0,-128.0
0.2725,-15168.0,-6336.0,-256.0
0.275,-15168.0,-6336.0,-256.0
