time_stamp,acc_x,acc_y,acc_z
0.0,-15616.0,-3648.0,5568.0
0.0025,-15552.0,-3584.0,5568.0
0.005,-15488.0,-3520.0,5504.0
0.0075,-15488.0,-3520.0,5504.0
0.01,-15552.0,-3584.0,5632.0
0.0125,-15616.0,-3584.0,5632.0
0.015,-15488.0,-3584.0,5568.0
0.0175,-15488.0,-3584.0,5440.0
0.02,-15488.0,-3584.0,5568.0
0.0225,-15552.0,-3584.0,5696.0
0.025,-15488.0,-3520.0,5632.0
0.0275,-15488.0,-3520.0,5632.0
0.03,-15552.0,-3520.0,5632.0
0.0325,-15552.0,-3584.0,5568.0
0.035,-15488.0,-3584.0,5568.0
0.0375,-15488.0,-3584.0,5568.0
0.04,-15488.0,-3584.0,5568.0
0.0425,-15488.0,-3520.0,5568.0
0.045,-15488.0,-3584.0,5568.0
0.0475,-15488.0,-3584.0,5568.0
0.05,-15488.0,-3520.0,5504.0
0.0525,-15424.0,-3520.0,5568.0
0.055,-15488.0,-3584.0,5632.0
0.0575,-15488.0,-3584.0,5504.0
0.06,-15424.0,-3584.0,5568.0
0.0625,-15488.0,-3648.0,5568.0
0.065,-15424.0,-3584.0,5632.0
0.0675,-15488.0,-3520.0,5568.0
0.07,-15488.0,-3520.0,5568.0
0.0725,-15488.0,-3520.0,5568.0
0.075,-15488.0,-3520.0,5632.0
0.0775,-15424.0,-3520.0,5632.0
0.08,-15488.0,-3584.0,5632.0
0.0825,-15488.0,-3520.0,5632.0
0.085,-15424.0,-3520.0,5632.0
0.0875,-15360.0,-3520.0,5568.0
0.09,-15424.0,-3520.0,5568.0
0.0925,-15360.0,-3520.0,5504.0
0.095,-15360.0,-3520.0,5440.0
0.0975,-15360.0,-3520.0,5504.0
0.1,-15488.0,-3584.0,5568.0
0.1025,-15424.0,-3520.0,5504.0
0.105,-15424.0,-3520.0,5440.0
0.1075,-15424.0,-3520.0,5440.0
0.11,-15360.0,-3520.0,5440.0
0.1125,-15424.0,-3520.0,5440.0
0.115,-15360.0,-3520.0,5376.0
0.1175,-15424.0,-3584.0,5440.0
0.12,-15360.0,-3584.0,5440.0
0.1225,-15296.0,-3520.0,5440.0
0.125,-15360.0,-3520.0,5312.0
0.1275,-15360.0,-3520.0,5376.0
0.13,-15424.0,-3456.0,5376.0
0.1325,-15360.0,-3520.0,5440.0
0.135,-15360.0,-3520.0,5440.0
0.1375,-15424.0,-3520.0,5440.0
0.14,-15360.0,-3456.0,5440.0
0.1425,-15296.0,-3520.0,5376.0
0.145,-15424.0,-3584.0,5376.0
0.1475,-15424.0,-3584.0,5376.0
0.15,-15424.0,-3520.0,5440.0
0.1525,-15424.0,-3456.0,5440.0
0.155,-15424.0,-3520.0,5440.0
0.1575,-15424.0,-3520.0,5312.0
0.16,-15488.0,-3584.0,5376.0
0.1625,-15488.0,-3456.0,5312.0
0.165,-15424.0,-3456.0,5184.0
0.1675,-15360.0,-3456.0,5184.0
