time_stamp,acc_x,acc_y,acc_z
0.0,-14912.0,-6528.0,256.0
0.0025,-14976.0,-6528.0,256.0
0.005,-15104.0,-6464.0,320.0
0.0075,-15040.0,-6528.0,448.0
0.01,-15104.0,-6592.0,448.0
0.0125,-15104.0,-6528.0,448.0
0.015,-15104.0,-6528.0,512.0
0.0175,-15104.0,-6592.0,448.0
0.02,-15104.0,-6528.0,512.0
0.0225,-15104.0,-6528.0,448.0
0.025,-15104.0,-6528.0,448.0
0.0275,-15168.0,-6528.0,448.0
0.03,-15168.0,-6528.0,512.0
0.0325,-15232.0,-6528.0,448.0
0.035,-15232.0,-6528.0,512.0
0.0375,-15296.0,-6528.0,512.0
0.04,-15296.0,-6528.0,512.0
0.0425,-15296.0,-6528.0,512.0
0.045,-15232.0,-6528.0,448.0
0.0475,-15296.0,-6528.0,448.0
0.05,-15232.0,-6528.0,448.0
0.0525,-15168.0,-6592.0,448.0
0.055,-15296.0,-6592.0,448.0
0.0575,-15232.0,-6656.0,384.0
0.06,-15168.0,-6592.0,448.0
0.0625,-15168.0,-6592.0,448.0
0.065,-15168.0,-6656.0,384.0
0.0675,-15232.0,-6656.0,384.0
0.07,-15168.0,-6592.0,320.0
0.0725,-15296.0,-6656.0,320.0
0.075,-15232.0,-6720.0,320.0
0.0775,-15232.0,-6656.0,320.0
0.08,-15168.0,-6592.0,320.0
0.0825,-15168.0,-6656.0,320.0
0.085,-15104.0,-6656.0,320.0
0.0875,-15104.0,-6656.0,384.0
0.09,-15168.0,-6656.0,320.0
0.0925,-15104.0,-6656.0,384.0
0.095,-15040.0,-6720.0,320.0
0.0975,-15040.0,-6656.0,384.0
0.1,-15104.0,-6656.0,384.0
0.1025,-15168.0,-6656.0,384.0
0.105,-15168.0,-6656.0,448.0
0.1075,-15168.0,-6656.0,384.0
0.11,-15168.0,-6592.0,384.0
0.1125,-15168.0,-6528.0,384.0
0.115,-15104.0,-6528.0,448.0
0.1175,-15168.0,-6592.0,448.0
0.12,-15232.0,-6528.0,448.0
0.1225,-15232.0,-6528.0,448.0
0.125,-15232.0,-6528.0,448.0
0.1275,-15168.0,-6464.0,448.0
0.13,-15168.0,-6528.0,512.0
0.1325,-15168.0,-6528.0,512.0
0.135,-15232.0,-6592.0,512.0
0.1375,-15168.0,-6592.0,512.0
0.14,-15104.0,-6592.0,512.0
0.1425,-15104.0,-6592.0,512.0
0.145,-15104.0,-6592.0,512.0
0.1475,-15168.0,-6656.0,512.0
0.15,-15168.0,-6720.0,512.0
0.1525,-15104.0,-6720.0,448.0
0.155,-15104.0,-6720.0,384.0
0.1575,-15104.0,-6720.0,448.0
0.16,-15104.0,-6720.0,448.0
0.1625,-15168.0,-6720.0,448.0
0.165,-15104.0,-6656.0,512.0
0.1675,-15104.0,-6720.0,512.0
0.17,-15104.0,-6784.0,576.0
0.1725,-15168.0,-6784.0,448.0
0.175,-15168.0,-6784.0,512.0
0.1775,-15040.0,-6720.0,448.0
0.18,-15104.0,-6720.0,384.0
0.1825,-15040.0,-6784.0,448.0
0.185,-15040.0,-6720.0,448.0
0.1875,-15104.0,-6848.0,448.0
0.19,-15104.0,-6848.0,512.0
0.1925,-15104.0,-6848.0,448.0
0.195,-15040.0,-6848.0,512.0
0.1975,-14976.0,-6784.0,512.0
0.2,-15040.0,-6784.0,512.0
0.2025,-15040.0,-6720.0,576.0
0.205,-14976.0,-6720.0,576.0
0.2075,-15040.0,-6784.0,576.0
0.21,-15040.0,-6784.0,640.0
0.2125,-15040.0,-6784.0,640.0
0.215,-15040.0,-6784.0,576.0
0.2175,-15040.0,-6784.0,576.0
0.22,-15040.0,-6784.0,576.0
0.2225,-15040.0,-6784.0,576.0
0.225,-14976.0,-6720.0,640.0
0.2275,-14976.0,-6720.0,576.0
0.23,-14976.0,-6784.0,576.0
0.2325,-14976.0,-6848.0,576.0
0.235,-15040.0,-6848.0,576.0
0.2375,-15040.0,-6848.0,576.0
0.24,-14976.0,-6912.0,512.0
0.2425,-14976.0,-6976.0,512.0
0.245,-14976.0,-6912.0,512.0
0.2475,-15040.0,-6976.0,512.0
0.25,-15040.0,-6912.0,512.0
0.2525,-15040.0,-6976.0,576.0
0.255,-15104.0,-6912.0,512.0
0.2575,-15104.0,-6976.0,512.0
0.26,-15104.0,-6912.0,512.0
0.2625,-15040.0,-6848.0,512.0
0.265,-14976.0,-6784.0,512.0
0.2675,-15040.0,-6848.0,512.0
0.27,-15040.0,-6784.0,576.0
0.2725,-15040.0,-6784.0,576.0
0.275,-15040.0,-6784.0,576.0
0.2775,-15040.0,-6784.0,576.0
0.28,-15040.0,-6784.0,576.0
0.2825,-15040.0,-6784.0,576.0
0.285,-15040.0,-6784.0,640.0
0.2875,-15040.0,-6784.0,640.0
0.29,-15040.0,-6784.0,640.0
0.2925,-15040.0,-6848.0,640.0
0.295,-15104.0,-6784.0,640.0
0.2975,-15040.0,-6784.0,512.0
0.3,-15104.0,-6720.0,512.0
0.3025,-15104.0,-6784.0,448.0
0.305,-15104.0,-6784.0,512.0
0.3075,-15104.0,-6720.0,448.0
0.31,-15040.0,-6720.0,512.0
